date,win,lose,probability
Thu Jan 18 2018,Boston Celtics,Philadelphia 76ers,0.93289178340402723
Thu Jan 18 2018,Cleveland Cavaliers,Orlando Magic,0.8829010652109156
Thu Jan 18 2018,Houston Rockets,Minnesota Timberwolves,0.68340991644458926
Thu Jan 18 2018,Portland Trail Blazers,Indiana Pacers,0.60042499075190803
Fri Jan 19 2018,Miami Heat,Brooklyn Nets,0.84657271445905691
Fri Jan 19 2018,Denver Nuggets,Phoenix Suns,0.65055326614834408
Fri Jan 19 2018,Detroit Pistons,Washington Wizards,0.55507059705255113
Fri Jan 19 2018,Indiana Pacers,Los Angeles Lakers,0.83392123118964978
Fri Jan 19 2018,Memphis Grizzlies,Sacramento Kings,0.58430941461137331
Fri Jan 19 2018,San Antonio Spurs,Toronto Raptors,0.61186465327465789
Fri Jan 19 2018,Utah Jazz,New York Knicks,0.75984857692932872
Sat Jan 20 2018,Atlanta Hawks,Chicago Bulls,0.70925899319410002
Sat Jan 20 2018,Charlotte Hornets,Miami Heat,0.56528459350036731
Sat Jan 20 2018,Cleveland Cavaliers,Oklahoma City Thunder,0.59002654936813692
Sat Jan 20 2018,Golden State Warriors,Houston Rockets,0.83386146209591616
Sat Jan 20 2018,Toronto Raptors,Minnesota Timberwolves,0.80309885436289175
Sat Jan 20 2018,Memphis Grizzlies,New Orleans Pelicans,0.55951787943919862
Sat Jan 20 2018,Milwaukee Bucks,Philadelphia 76ers,0.78249492811856936
Sat Jan 20 2018,Portland Trail Blazers,Dallas Mavericks,0.69953799880714629
Sat Jan 20 2018,Los Angeles Clippers,Utah Jazz,0.57534176292609729
Sun Jan 21 2018,Boston Celtics,Orlando Magic,0.74803298824792519
Sun Jan 21 2018,Detroit Pistons,Brooklyn Nets,0.82867142114049219
Sun Jan 21 2018,New York Knicks,Los Angeles Lakers,0.61654396422972835
Sun Jan 21 2018,San Antonio Spurs,Indiana Pacers,0.81283588546420138
Mon Jan 22 2018,Atlanta Hawks,Utah Jazz,0.65662972739804304
Mon Jan 22 2018,Charlotte Hornets,Sacramento Kings,0.75995228680188653
Mon Jan 22 2018,Dallas Mavericks,Washington Wizards,0.57421774388078095
Mon Jan 22 2018,Portland Trail Blazers,Denver Nuggets,0.74928577883513214
Mon Jan 22 2018,Miami Heat,Houston Rockets,0.52822232203187447
Mon Jan 22 2018,Los Angeles Clippers,Minnesota Timberwolves,0.8097126389488406
Mon Jan 22 2018,Memphis Grizzlies,Philadelphia 76ers,0.85642531897621399
Mon Jan 22 2018,Milwaukee Bucks,Phoenix Suns,0.63833657328836213
Mon Jan 22 2018,Chicago Bulls,New Orleans Pelicans,0.58686491672256691
Tue Jan 23 2018,Golden State Warriors,New York Knicks,0.94703821037224556
Tue Jan 23 2018,Boston Celtics,Los Angeles Lakers,0.85332443418320403
Tue Jan 23 2018,Oklahoma City Thunder,Brooklyn Nets,0.93801321879401056
Tue Jan 23 2018,Orlando Magic,Sacramento Kings,0.5703124744622694
Tue Jan 23 2018,San Antonio Spurs,Cleveland Cavaliers,0.6335243235501099
Wed Jan 24 2018,Toronto Raptors,Atlanta Hawks,0.54397342105575186
Wed Jan 24 2018,Charlotte Hornets,New Orleans Pelicans,0.80012977769444837
Wed Jan 24 2018,Dallas Mavericks,Houston Rockets,0.55935978815802345
Wed Jan 24 2018,Detroit Pistons,Utah Jazz,0.56112488395580939
Wed Jan 24 2018,Indiana Pacers,Phoenix Suns,0.83465181613685535
Wed Jan 24 2018,Los Angeles Clippers,Boston Celtics,0.61419503305122736
Wed Jan 24 2018,San Antonio Spurs,Memphis Grizzlies,0.85693454657025137
Wed Jan 24 2018,Chicago Bulls,Philadelphia 76ers,0.83909143038269707
Wed Jan 24 2018,Portland Trail Blazers,Minnesota Timberwolves,0.77611354234011687
Thu Jan 25 2018,Denver Nuggets,New York Knicks,0.56073323565684485
Thu Jan 25 2018,Golden State Warriors,Minnesota Timberwolves,0.92962349601088889
Thu Jan 25 2018,Miami Heat,Sacramento Kings,0.77602836851875234
Thu Jan 25 2018,Oklahoma City Thunder,Washington Wizards,0.79604917881115833
Fri Jan 26 2018,Chicago Bulls,Los Angeles Lakers,0.87350940849099679
Fri Jan 26 2018,Charlotte Hornets,Atlanta Hawks,0.52375245207246479
Fri Jan 26 2018,Cleveland Cavaliers,Indiana Pacers,0.78166541358597263
Fri Jan 26 2018,Portland Trail Blazers,Dallas Mavericks,0.55749377394292066
Fri Jan 26 2018,Los Angeles Clippers,Memphis Grizzlies,0.69412485156074522
Fri Jan 26 2018,Milwaukee Bucks,Brooklyn Nets,0.67634192208745392
Fri Jan 26 2018,Houston Rockets,New Orleans Pelicans,0.66364100973868068
Fri Jan 26 2018,New York Knicks,Phoenix Suns,0.54759798568969553
Fri Jan 26 2018,San Antonio Spurs,Philadelphia 76ers,0.97718311127471602
Fri Jan 26 2018,Toronto Raptors,Utah Jazz,0.76613918190878216
Sat Jan 27 2018,Atlanta Hawks,Washington Wizards,0.65107367101865177
Sat Jan 27 2018,Dallas Mavericks,Denver Nuggets,0.61224791648095611
Sat Jan 27 2018,Oklahoma City Thunder,Detroit Pistons,0.73498188521739238
Sat Jan 27 2018,Golden State Warriors,Boston Celtics,0.83170461782604155
Sat Jan 27 2018,Indiana Pacers,Orlando Magic,0.7000742193888535
Sat Jan 27 2018,Miami Heat,Charlotte Hornets,0.55765875275067811
Sat Jan 27 2018,Minnesota Timberwolves,Brooklyn Nets,0.67904709564876964
Sun Jan 28 2018,Chicago Bulls,Milwaukee Bucks,0.71272617235464619
Sun Jan 28 2018,Cleveland Cavaliers,Detroit Pistons,0.80941093079207116
Sun Jan 28 2018,Houston Rockets,Phoenix Suns,0.80994751996878389
Sun Jan 28 2018,Los Angeles Clippers,New Orleans Pelicans,0.78000702019919044
Sun Jan 28 2018,Oklahoma City Thunder,Philadelphia 76ers,0.96512567279207684
Sun Jan 28 2018,San Antonio Spurs,Sacramento Kings,0.9098455647615683
Sun Jan 28 2018,Toronto Raptors,Los Angeles Lakers,0.94401310114557924
Mon Jan 29 2018,Atlanta Hawks,Minnesota Timberwolves,0.75579851475278303
Mon Jan 29 2018,Miami Heat,Dallas Mavericks,0.51933951019851043
Mon Jan 29 2018,Boston Celtics,Denver Nuggets,0.73921136923223951
Mon Jan 29 2018,Charlotte Hornets,Indiana Pacers,0.51622962246694515
Mon Jan 29 2018,Memphis Grizzlies,Phoenix Suns,0.7336826370111349
Mon Jan 29 2018,Milwaukee Bucks,Philadelphia 76ers,0.79260102107177144
Tue Jan 30 2018,Cleveland Cavaliers,Detroit Pistons,0.73689686395423726
Tue Jan 30 2018,Houston Rockets,Orlando Magic,0.66337241771326083
Tue Jan 30 2018,Los Angeles Clippers,Portland Trail Blazers,0.6015787251016137
Tue Jan 30 2018,Sacramento Kings,New Orleans Pelicans,0.52641114016423773
Tue Jan 30 2018,New York Knicks,Brooklyn Nets,0.72289438421069074
Tue Jan 30 2018,San Antonio Spurs,Denver Nuggets,0.90431015628889022
Tue Jan 30 2018,Toronto Raptors,Minnesota Timberwolves,0.84132340392887817
Tue Jan 30 2018,Golden State Warriors,Utah Jazz,0.8225515936460972
Tue Jan 30 2018,Oklahoma City Thunder,Washington Wizards,0.74456606982211859
Wed Jan 31 2018,Atlanta Hawks,Charlotte Hornets,0.53147354848874573
Wed Jan 31 2018,Boston Celtics,New York Knicks,0.81489335575184729
Wed Jan 31 2018,Brooklyn Nets,Philadelphia 76ers,0.65186183214206594
Wed Jan 31 2018,Cleveland Cavaliers,Miami Heat,0.77361289835345526
Wed Jan 31 2018,Indiana Pacers,Memphis Grizzlies,0.69266330232326545
Wed Jan 31 2018,Orlando Magic,Los Angeles Lakers,0.80733048006504959
Wed Jan 31 2018,Dallas Mavericks,Phoenix Suns,0.70927792844227988
Wed Jan 31 2018,Portland Trail Blazers,Chicago Bulls,0.73207316086708984
